ID,name,latitude,longitude
522,Фармленд,55.7890775,37.6278623
523,Фармленд,55.7733585,37.6220921
528,Витафарм,55.7718694,37.6785613
529,Столичные аптеки,55.7684345,37.647125
530,Лана фарм,55.7722395,37.6644907
531,Горздрав,55.6906172,37.5760465
532,"36,6",55.8978661,37.5884584
533,Горздрав,55.7147379,37.750331
534,Азбука Life,55.641031,37.6827761
535,Аптеки столицы,55.7400041,37.5759648
536,Российские железные дороги,55.769684,37.653974
537,Горздрав,55.8920958,37.6001735
538,Горздрав,55.7217251,37.4375304
539,Аптеки столицы,55.7713689,37.6838276
541,Доктор Столетов,55.8025763,37.456076
542,А5,55.8526055,37.5835615
543,"36,6",55.8528556,37.5855043
545,Феерия Фарм,55.807947,37.4638273
546,А-Мега,55.8582473,37.5935243
548,"36,6",55.8603869,37.6028177
550,Горздрав,55.808715,37.462993
551,Эвентус,55.6666921,37.5519997
553,Аптеки столицы,55.702039,37.8142737
554,АСНА,55.7042244,37.7780131
555,А5,55.7254343,37.4500176
556,Горздрав,55.716631,37.6760865
557,Столичные аптеки,55.8263523,37.8205302
558,Горздрав,55.8054596,37.4145193
559,Столички,55.8532587,37.4397254
560,Fordent,55.6786271,37.6729966
561,Горздрав,55.6621276,37.6054395
562,Фиалка,55.007819,73.3990063
563,Горздрав,55.7309265,37.4421657
564,A.v.e.,55.7832923,37.513921
566,Горздрав,55.7780301,37.5146661
567,Горздрав,55.7994032,37.794469
568,Самсон-Фарма,55.7617993,37.6014953
569,Дежурная аптека,55.8927963,37.6681825
570,Горздрав,55.875689,37.5252128
571,Ригла,55.7545691,37.6564048
573,Столички,55.9348166,37.5543417
574,Старый лекарь,55.7478483,37.7055587
577,Столички,55.7526292,37.8325156
578,Горздрав,55.7340492,37.4687248
579,Доктор Столетов,55.7571254,37.6317948
580,Горздрав,55.8722749,37.6764602
581,Ирбис,55.8486582,37.4407545
582,Ваша № 1,55.7844388,37.6010615
583,Фактор здоровья,55.6073437,37.5922321
584,Горздрав,55.6511364,37.7448884
585,Аптеки столицы,55.6516426,37.7489018
586,Столичные аптеки,55.7975781,37.583345
587,Столичные Аптеки,55.7845563,37.5133468
588,Доктор Столетов,55.7819212,37.5157636
589,Флора,57.1529199,65.5370231
590,Столичные аптеки,55.6721833,37.5079852
591,Ригла,55.6113664,37.6965461
594,Формула здоровья,55.8227516,37.8232831
595,ЭкономЪ,55.8221806,37.8267495
596,Ригла,55.8211179,37.826448
597,Аптеки Столицы,55.8209659,37.8264434
600,Apteka.ru,55.7395164,37.8740943
601,Горздрав,55.7331025,37.6629973
603,Формула здоровья,55.7157835,37.7875665
604,"36,6",55.7667518,37.6344716
606,Гексал,55.7160236,37.890936
608,Самсон Фарма,55.7954967,37.7001818
610,Будь здоров!,55.7230237,37.5659372
612,А-Мега,55.7889624,37.8066549
613,Аптечный пункт,55.7972525,37.7948382
614,Онфарм,55.7995806,37.7934531
616,Столичные Аптеки,55.8129592,37.7975438
621,Ригла,55.6657547,37.5706458
623,Горздрав,55.7635145,37.642995
624,Столичные аптеки,55.7079788,37.4708868
626,Горздрав,55.7882317,37.6132239
627,Столичные Аптеки,55.774953,37.6413099
628,Эвалар,55.7632353,37.6356535
629,Будь здоров,55.7429593,37.7665361
630,Добромед,55.8767899,37.524038
631,Горздрав,55.7504148,37.8329535
632,Славянка,55.7648759,37.8331693
635,"36,6",55.751007,37.819786
636,Горздрав,55.7462219,37.822586
637,Столичные аптеки,55.7464393,37.8241953
638,Столичные Аптеки,55.7454882,37.8135738
640,Горздрав,55.7676683,37.66552
641,Столичные аптеки,55.7470312,37.7603019
642,Горздрав,55.7618146,37.7349565
644,Горздрав,55.8764503,37.6908061
649,Доктор Столетов,55.8331473,37.4540536
650,Медицина для вас,55.7050122,37.820611
651,Медицина для вас,55.7106966,37.812168
652,Самсон Фарма,55.7832384,37.5692327
654,Асна,55.6792197,37.4521296
657,120/80,55.6488079,37.7454098
659,Нео-ФАРМ,55.6466103,37.7160718
660,Старый Лекарь,55.647476,37.7235981
661,Норма,55.7928036,37.5916967
662,Аптека24,55.7059121,37.5815043
663,Желаем здоровья,55.7870273,37.7334712
664,"36,6",55.7886428,37.7483351
665,Апрель,54.9816422,73.3817635
666,Норма,55.7830726,37.7362979
668,Авиценна Фарма,55.8051547,37.7078324
669,Alphega,55.8930813,37.5911923
670,Горздрав,55.7402052,37.546982
671,Будь здоров!,55.7412747,37.5462516
672,Медицина для вас,55.8272836,37.4451061
673,ГорФарма,55.7381223,37.4854617
674,Аптека Отличных цен,57.1779802,65.5549272
677,Горздрав,55.7766857,37.6073516
678,Горздрав,55.6436139,37.4964393
679,Доктор Столетов,55.647069,37.5005124
680,Асна,55.6446587,37.4936925
683,"36,6",55.7448621,37.5643178
684,Первая помощь,55.8548418,37.6552408
685,Горздрав,55.720895,37.427268
686,Горздрав,55.8616771,37.4339319
689,Ригла,55.7796621,37.6035179
691,А-Мега,55.6754333,37.6268557
692,Мосаптека,55.7916736,37.5827459
694,Самсон Фарма,55.7652527,37.6308564
696,Ригла,55.7680899,37.6208033
697,Аптека №8,55.769858,37.631273
698,Самсон Фарма,55.7504249,37.7860462
699,Асна,55.7966023,37.5506446
700,Горздрав,55.7970055,37.5429915
701,Эвалар,55.7581147,37.6136124
703,Биомедсервис,54.9881489,73.3634596
704,GrossPharma,55.6523701,37.7678527
705,ГорЗдрав,55.6567585,37.7604712
706,Неофарм,55.6726367,37.5144279
707,Неофарм,55.6814086,37.4505411
708,Горздрав,55.6460221,37.6595793
709,Столички,55.7972589,37.7198488
710,Бережная аптека,57.1455719,65.5685163
711,Фармленд,57.1450088,65.5629106
