ID,name,latitude,longitude
388,Школа №1499,55.8373491,37.6530058
389,"Кадетская школа-интернат № 1 ""Первый Московский кадетский корпус",55.8151469,37.5590016
390,Школа №285 имени В.А. Молодцова,55.8771321,37.6182724
391,Средняя общеобразовательная лингвистическая школа,55.7832479,37.6608182
392,Школа № 1228. Корпус № 4,55.7636365,37.7079688
393,"ГБОУ ""Школа №1531"", корпус 2",55.8085781,37.6312862
394,ГБОУ Инженерно-техническая школа имени дважды героя Советского Союза Павла Романовича Поповича,55.8097084,37.531497
395,Гимназия Свет,55.8019017,37.5557474
396,Гимназия №1579,55.6468364,37.6595344
397,Школа № 36,57.1827705,65.5898148
398,Лицей № 81,57.1830373,65.587136
399,Средняя общеобразовательная школа № 62,57.1795685,65.5557777
400,Школа №1301 имени Е.Т. Гайдара,55.7731515,37.7338592
401,Школа № 777 имени Героя Советского Союза Е.В. Михайлова. Школьный корпус Рязанский,55.7187639,37.7933316
402,"ГБОУ ""Гимназия №1577"" Подразделение №1",55.8524168,37.6906082
403,"ГБОУ ""Гимназия №1577"" Подразделение №2",55.8515144,37.6883851
404,ГБОУ школа на Юго-Востоке имени Маршала В.И. Чуйкова,55.6970664,37.7725554
406,Школа № 1357 «На Братиславской». Здание №15,55.666917,37.7775141
407,Шуваловская школа № 1448. Корпус «Мосфильмовский»,55.7208063,37.5116901
408,Школа №37. Корпус школьного образования,55.6964498,37.4909324
409,Шуваловская школа № 1448. Основной корпус «Шуваловский»,55.7025401,37.5126036
410,Школа № 1248. Центр «Давыдково»,55.7238334,37.4664046
411,Школа №1248. Школьное здание 1,55.7256354,37.4736251
412,Школа № 1206. Корпус школьного образования №10 «Наш дом»,55.6134269,37.5517052
413,Школа № 17. Школьное здание №3,55.6353393,37.5283704
415,Школа № 1161. Корпус 2,55.551904,37.5692217
416,Школа №49. Школьный корпус,55.645723,37.5360213
417,Школа № 1273. Корпус школьного образования №8,55.6307482,37.5239063
418,Школа № 113. Корпус №2,55.6425203,37.5143281
419,Школа № 1507. Корпус школьного образования,55.6270586,37.5042155
420,Школа № 1507. Корпус школьного образования,55.6303727,37.5065736
421,Школа №109. Основная школа,55.6407698,37.4753687
422,Школа на Яузе корпус 7,55.7735435,37.7074005
425,Британская Международная школа,55.6046949,37.5487683
426,Школа № 1103. Корпус школьного образования №7,55.6060392,37.5522041
427,Школа № 1103. Корпус школьного образования №8,55.6058516,37.5539773
428,Школа № 1103. Корпус школьного образования №9,55.6081561,37.5423683
429,Школа № 1103. Корпус школьного образования №10,55.607317,37.5420445
430,Школа № 1206. Корпус школьного образования №2,55.6101516,37.5290254
431,Школа № 1206. Корпус школьного образования №1,55.610966,37.5295453
432,Школа № 1206. Корпус начального образования №3 «Ресурсный центр»,55.6164806,37.5372548
433,Школа Тропарево. Корпус школьного образования,55.6534828,37.4692649
434,Гимназия №201,55.8213088,37.5049687
435,Школа № 2107. Физико-математическая школа,55.7821585,37.6350583
436,Лицей № 504,55.581379,37.5994497
437,ГБОУ Школа № 2129 ШО №3,55.7078821,37.675786
438,Школа №875. Корпус школьного образования,55.6638663,37.4911326
439,Школа № 324 «Жар-птица». Корпус школьного образования «Журавушка»,55.6745677,37.4930911
440,Школа № 1582. Корпус школьного образования,55.6093183,37.5969963
441,Школа № 924. Корпус школьного образования,55.5986382,37.6129509
443,Школа № 1347. Корпус школьного образования № 9,55.6635992,37.4245915
444,Школа № 2107. Физико-математическая школа,55.7809762,37.6427738
445,Центр образования №2005 Школа здоровья,55.8944659,37.3960701
446,Школа №1179. Корпус школьного образования №3,55.6378887,37.6132711
447,Школа на Юго-Востоке имени Маршала В.И. Чуйкова,55.7118079,37.7669083
448,Школа № 538 имени С.В. Гришина. Корпус школьного образования,55.6500286,37.572277
449,Школа № 538 имени С.В. Гришина. Корпус школьного образования,55.6519599,37.5763527
450,Школа № 538 имени С.В. Гришина. Главный корпус школьного образования,55.6524845,37.577197
451,Школа № 1245. Корпус школьного образования №1,55.5997889,37.593382
452,Центр образования №504,55.6000823,37.5916094
453,Школа № 667. Корпус школьного образования №4,55.5837166,37.6427537
454,Школа № 667. Корпус школьного образования №5,55.5848141,37.6416728
455,Школа № 1862. Корпус школьного образования №3,55.6464016,37.6144554
456,Школа № 1862. Корпус школьного образования №2,55.6478098,37.6144253
457,"Центр образования и спорта ""Москва-98"". Школа № 1",55.6846361,37.4943333
458,"Школа № 7. Подразделение ул. Панфёрова, дом 8 к1",55.6811038,37.540903
459,Школа № 324 «Жар-птица». Корпус школьного образования «Жар-птица»,55.6730663,37.4928015
461,ЦО №354,55.7694638,37.6779451
462,Школа №436,55.7121531,37.8057751
463,Школа при посольстве Индии,55.7467413,37.5632821
464,Школа №522,55.6823227,37.5967786
465,Школа № 1503,55.8131357,37.6548427
466,Гимназия №1551 корпус №8 (начальная школа и основное общее),55.8395614,37.4566219
467,Лицей № 1581 имени Ивана Бунина,55.7789394,37.6955034
468,Школа №1204,55.7728316,37.6914015
469,Школа № 518,55.7438014,37.6371272
470,Школа № 1362,55.7819004,37.7323858
471,КиберШкола,55.8070538,37.7865574
472,Школа №1286 корпус №680,55.8526961,37.4301674
473,Школа № 1236 имени С.В. Милашенкова. Учебный корпус № 963,55.8248631,37.5758929
474,Школа № 158. Школьное отделение № 4,55.867572,37.4707942
475,Школа № 158. Школьное отделение № 1,55.8681307,37.4684484
476,Школа № 1474. Подразделение 4,55.8721899,37.4900897
477,Школа №2098 корпус 5,55.8788068,37.5104288
478,Школа № 67. Подразделение № 2,55.7367153,37.528245
479,Школа №1286. Корпус №173,55.8547777,37.4237741
480,Школа №1474,55.8707703,37.4913039
481,"Школа № 1371 ""Крылатское""",55.7626923,37.4132513
482,"Пушкинская школа № 1500. Отделение ""Сретенка""",55.769069,37.6328317
483,Школа № 1529 имени А. С. Грибоедова. Здание № 3,55.7355099,37.5979576
484,Средняя общеобразовательная школа № 56,57.0920207,65.5731173
485,Школа №57 (здание №1),55.7487141,37.6050056
486,W.I.D.E. School,55.8755887,37.6008585
487,Школа № 120,55.6881157,37.5510871
488,"Школа № 1465 имени адмирала Н.Г. Кузнецова. Здание на Студенческой, 29",55.7400871,37.5456408
489,Центр образования №345,55.7731486,37.6724634
490,Школа № 345 им. А. С. Пушкина,55.7707133,37.6775854
491,Школа № 158. Школьное отделение № 3,55.8735021,37.4674782
492,Школа № 158. Школьное отделение № 2,55.8735256,37.4652311
493,Школа № 1501. Многопрофильные классы на Тихвинской,55.7916642,37.5982605
494,"Лицей №1550, подр №2",55.7853699,37.5586262
495,Школа №1371 «Крылатское»,55.7605428,37.4041761
496,Школа №152,55.8008186,37.5352032
497,Школа №1690,55.7926731,37.7251975
498,Школа №1287 (2),55.7988898,37.5254497
499,Школа №1384 имени А. А. Леманского,55.7982404,37.5234806
500,"Школа №1228 ""Лефортово""",55.7453136,37.7039961
501,Школа №1236,55.8174682,37.582646
502,Центр образования №1480,55.7672761,37.6709812
503,Бауманская инженерная школа № 1580. Корпус 3,55.7137027,37.5953765
504,Школа № 1000. Корпус школьного образования «Татьянин Парк»,55.6547439,37.4289532
505,Школа «Алгоритм»,55.7647665,37.6332242
506,Французский лицей им. А. Дюма при посольстве Франции,55.7630565,37.6316021
507,"Школа №285 имени В.А. Молодцова, дополнительное образование",55.8780127,37.6245895
508,Школа № 2104 на Таганке. Корпус 2,55.7436285,37.6462823
509,Школа № 1271,55.7421669,37.6488379
510,Кадетский корпус Следственного комитета РФ им. Александра Невского,55.6977469,37.7582214
511,Школа №466,55.6987181,37.757896
512,Школа № 1317. Начальное отделение,55.6713862,37.4705109
513,Школа № 1501. Инженерные и ИТ-классы,55.7877555,37.5957341
514,Школа корейского посольства,55.7193349,37.4043214
515,Школа № 2099. Здание 2,55.8199537,37.4910476
